[5], Coverage : 1.0
[4619], Coverage : 0.9534883720930233
[4637], Coverage : 0.9534883720930233
[4644], Coverage : 0.9534883720930233
[4670], Coverage : 0.9534883720930233
[4680], Coverage : 0.9534883720930233
[4691], Coverage : 0.9534883720930233
[4692], Coverage : 0.9534883720930233
[4720], Coverage : 0.9534883720930233
[4721], Coverage : 0.9534883720930233
[4722], Coverage : 0.9534883720930233
[4801], Coverage : 0.9534883720930233
[4807], Coverage : 0.9534883720930233
[4815], Coverage : 0.9534883720930233
[4819], Coverage : 0.9534883720930233
[4820], Coverage : 0.9534883720930233
[4822], Coverage : 0.9534883720930233
[4825], Coverage : 0.9534883720930233
[4826], Coverage : 0.9534883720930233
[4834], Coverage : 0.9534883720930233
[4837], Coverage : 0.9534883720930233
[4838], Coverage : 0.9534883720930233
[4860], Coverage : 0.9534883720930233
[4866], Coverage : 0.9534883720930233
[4870], Coverage : 0.9534883720930233
[4887], Coverage : 0.9534883720930233
[4888], Coverage : 0.9534883720930233
[4894], Coverage : 0.9534883720930233
[4895], Coverage : 0.9534883720930233
[4922], Coverage : 0.9534883720930233
[4975], Coverage : 0.9534883720930233
[4976], Coverage : 0.9534883720930233
[5008], Coverage : 0.9534883720930233
[5009], Coverage : 0.9534883720930233
[5016], Coverage : 0.9534883720930233
[5021], Coverage : 0.9534883720930233
[5029], Coverage : 0.9534883720930233
[5036], Coverage : 0.9534883720930233
[5048], Coverage : 0.9534883720930233
[5070], Coverage : 0.9534883720930233
[5071], Coverage : 0.9534883720930233
[5098], Coverage : 0.9534883720930233
[5115], Coverage : 0.9534883720930233
[5147], Coverage : 0.9534883720930233
[5150], Coverage : 0.9534883720930233
[5158], Coverage : 0.9534883720930233
[5160], Coverage : 0.9534883720930233
[5178], Coverage : 0.9534883720930233
[5189], Coverage : 0.9534883720930233
[5190], Coverage : 0.9534883720930233
[5191], Coverage : 0.9534883720930233
[5194], Coverage : 0.9534883720930233
[5195], Coverage : 0.9534883720930233
[5210], Coverage : 0.9534883720930233
[5238], Coverage : 0.9534883720930233
[5273], Coverage : 0.9534883720930233
[5302], Coverage : 0.9534883720930233
[5305], Coverage : 0.9534883720930233
[5309], Coverage : 0.9534883720930233
[5350], Coverage : 0.9534883720930233
[5379], Coverage : 0.9534883720930233
[5402], Coverage : 0.9534883720930233
[5416], Coverage : 0.9534883720930233
[5418], Coverage : 0.9534883720930233
[5432], Coverage : 0.9534883720930233
[5465], Coverage : 0.9534883720930233
[5477], Coverage : 0.9534883720930233
[5478], Coverage : 0.9534883720930233
[5495], Coverage : 0.9534883720930233
[5522], Coverage : 0.9534883720930233
[5528], Coverage : 0.9534883720930233
[5545], Coverage : 0.9534883720930233
[5592], Coverage : 0.9534883720930233
[5595], Coverage : 0.9534883720930233
[5630], Coverage : 0.9534883720930233
[5637], Coverage : 0.9534883720930233
[5638], Coverage : 0.9534883720930233
[5644], Coverage : 0.9534883720930233
[5648], Coverage : 0.9534883720930233
[5652], Coverage : 0.9534883720930233
[5653], Coverage : 0.9534883720930233
[5657], Coverage : 0.9534883720930233
[5658], Coverage : 0.9534883720930233
[5659], Coverage : 0.9534883720930233
[5661], Coverage : 0.9534883720930233
[5664], Coverage : 0.9534883720930233
[5666], Coverage : 0.9534883720930233
[5671], Coverage : 0.9534883720930233
[5673], Coverage : 0.9534883720930233
[5680], Coverage : 0.9534883720930233
[5685], Coverage : 0.9534883720930233
[5692], Coverage : 0.9534883720930233
[5707], Coverage : 0.9534883720930233
[5721], Coverage : 0.9534883720930233
[5738], Coverage : 0.9534883720930233
[5776], Coverage : 0.9534883720930233
[5778], Coverage : 0.9534883720930233
[5815], Coverage : 0.9534883720930233
[5872], Coverage : 0.9534883720930233
[5875], Coverage : 0.9534883720930233
[5912], Coverage : 0.9534883720930233
[5935], Coverage : 0.9534883720930233
[5944], Coverage : 0.9534883720930233
[5954], Coverage : 0.9534883720930233
[5960], Coverage : 0.9534883720930233
[5973], Coverage : 0.9534883720930233
[5989], Coverage : 0.9534883720930233
[6002], Coverage : 0.9534883720930233
[6009], Coverage : 0.9534883720930233
[6113], Coverage : 0.9534883720930233
[6132], Coverage : 0.9534883720930233
[6133], Coverage : 0.9534883720930233
[6137], Coverage : 0.9534883720930233
[6165], Coverage : 0.9534883720930233
[6194], Coverage : 0.9534883720930233
[6234], Coverage : 0.9534883720930233
[6238], Coverage : 0.9534883720930233
[6240], Coverage : 0.9534883720930233
[6251], Coverage : 0.9534883720930233
[6252], Coverage : 0.9534883720930233
[6267], Coverage : 0.9534883720930233
[6273], Coverage : 0.9534883720930233
[6274], Coverage : 0.9534883720930233
[6288], Coverage : 0.9534883720930233
[6300], Coverage : 0.9534883720930233
[6336], Coverage : 0.9534883720930233
[6337], Coverage : 0.9534883720930233
[6342], Coverage : 0.9534883720930233
[6343], Coverage : 0.9534883720930233
[6354], Coverage : 0.9534883720930233
[6368], Coverage : 0.9534883720930233
[6380], Coverage : 0.9534883720930233
[6402], Coverage : 0.9534883720930233
[6421], Coverage : 0.9534883720930233
[6450], Coverage : 0.9534883720930233
[6480], Coverage : 0.9534883720930233
[6488], Coverage : 0.9534883720930233
[6493], Coverage : 0.9534883720930233
[6494], Coverage : 0.9534883720930233
[6497], Coverage : 0.9534883720930233
[6498], Coverage : 0.9534883720930233
[6514], Coverage : 0.9534883720930233
[6516], Coverage : 0.9534883720930233
[6522], Coverage : 0.9534883720930233
[6523], Coverage : 0.9534883720930233
[6527], Coverage : 0.9534883720930233
[6528], Coverage : 0.9534883720930233
[6529], Coverage : 0.9534883720930233
[6530], Coverage : 0.9534883720930233
[6553], Coverage : 0.9534883720930233
[6563], Coverage : 0.9534883720930233
[6566], Coverage : 0.9534883720930233
[6571], Coverage : 0.9534883720930233
[6578], Coverage : 0.9534883720930233
[6582], Coverage : 0.9534883720930233
[6642], Coverage : 0.9534883720930233
[6643], Coverage : 0.9534883720930233
[6657], Coverage : 0.9534883720930233
[6663], Coverage : 0.9534883720930233
[6667], Coverage : 0.9534883720930233
[6668], Coverage : 0.9534883720930233
[6675], Coverage : 0.9534883720930233
[6678], Coverage : 0.9534883720930233
[6687], Coverage : 0.9534883720930233
[6690], Coverage : 0.9534883720930233
[6695], Coverage : 0.9534883720930233
[6696], Coverage : 0.9534883720930233
[6706], Coverage : 0.9534883720930233
[6755], Coverage : 0.9534883720930233
[6799], Coverage : 0.9534883720930233
[6827], Coverage : 0.9534883720930233
[6829], Coverage : 0.9534883720930233
[6867], Coverage : 0.9534883720930233
[6878], Coverage : 0.9534883720930233
[6891], Coverage : 0.9534883720930233
[6905], Coverage : 0.9534883720930233
[6906], Coverage : 0.9534883720930233
[6910], Coverage : 0.9534883720930233
[6919], Coverage : 0.9534883720930233
[6920], Coverage : 0.9534883720930233
[6942], Coverage : 0.9534883720930233
[6943], Coverage : 0.9534883720930233
[6949], Coverage : 0.9534883720930233
[6972], Coverage : 0.9534883720930233
[6996], Coverage : 0.9534883720930233
[7048], Coverage : 0.9534883720930233
[7053], Coverage : 0.9534883720930233
[7059], Coverage : 0.9534883720930233
[7065], Coverage : 0.9534883720930233
[7066], Coverage : 0.9534883720930233
[7069], Coverage : 0.9534883720930233
[7123], Coverage : 0.9534883720930233
[7124], Coverage : 0.9534883720930233
[7131], Coverage : 0.9534883720930233
[7138], Coverage : 0.9534883720930233
[7139], Coverage : 0.9534883720930233
[7143], Coverage : 0.9534883720930233
[7144], Coverage : 0.9534883720930233
[7149], Coverage : 0.9534883720930233
[7150], Coverage : 0.9534883720930233
[7154], Coverage : 0.9534883720930233
[7161], Coverage : 0.9534883720930233
[7171], Coverage : 0.9534883720930233
[7172], Coverage : 0.9534883720930233
[7173], Coverage : 0.9534883720930233
[7174], Coverage : 0.9534883720930233
[7186], Coverage : 0.9534883720930233
[7188], Coverage : 0.9534883720930233
[7206], Coverage : 0.9534883720930233
[7280], Coverage : 0.9534883720930233
[7296], Coverage : 0.9534883720930233
[7297], Coverage : 0.9534883720930233
[7298], Coverage : 0.9534883720930233
[7300], Coverage : 0.9534883720930233
[7318], Coverage : 0.9534883720930233
[7323], Coverage : 0.9534883720930233
[7344], Coverage : 0.9534883720930233
[7345], Coverage : 0.9534883720930233
[7370], Coverage : 0.9534883720930233
[7371], Coverage : 0.9534883720930233
[7395], Coverage : 0.9534883720930233
[7404], Coverage : 0.9534883720930233
[7406], Coverage : 0.9534883720930233
[7410], Coverage : 0.9534883720930233
[7411], Coverage : 0.9534883720930233
[7416], Coverage : 0.9534883720930233
[7417], Coverage : 0.9534883720930233
[7418], Coverage : 0.9534883720930233
[7484], Coverage : 0.9534883720930233
[7560], Coverage : 0.9534883720930233
[7572], Coverage : 0.9534883720930233
[7607], Coverage : 0.9534883720930233
[7608], Coverage : 0.9534883720930233
[7625], Coverage : 0.9534883720930233
[7629], Coverage : 0.9534883720930233
[7658], Coverage : 0.9534883720930233
[7661], Coverage : 0.9534883720930233
[7679], Coverage : 0.9534883720930233
[7698], Coverage : 0.9534883720930233
[7701], Coverage : 0.9534883720930233
[7741], Coverage : 0.9534883720930233
[7746], Coverage : 0.9534883720930233
[7778], Coverage : 0.9534883720930233
[7793], Coverage : 0.9534883720930233
[7837], Coverage : 0.9534883720930233
[7848], Coverage : 0.9534883720930233
[7860], Coverage : 0.9534883720930233
[7867], Coverage : 0.9534883720930233
[7871], Coverage : 0.9534883720930233
[7877], Coverage : 0.9534883720930233
[7884], Coverage : 0.9534883720930233
[7896], Coverage : 0.9534883720930233
[7898], Coverage : 0.9534883720930233
[7943], Coverage : 0.9534883720930233
[7955], Coverage : 0.9534883720930233
[7961], Coverage : 0.9534883720930233
[7994], Coverage : 0.9534883720930233
[8024], Coverage : 0.9534883720930233
[8101], Coverage : 0.9534883720930233
[8166], Coverage : 0.9534883720930233
[8169], Coverage : 0.9534883720930233
[8175], Coverage : 0.9534883720930233
[8178], Coverage : 0.9534883720930233
[8194], Coverage : 0.9534883720930233
[8224], Coverage : 0.9534883720930233
[8226], Coverage : 0.9534883720930233
[8258], Coverage : 0.9534883720930233
[8263], Coverage : 0.9534883720930233
[8307], Coverage : 0.9534883720930233
[8328], Coverage : 0.9534883720930233
[8351], Coverage : 0.9534883720930233
[8391], Coverage : 0.9534883720930233
[8392], Coverage : 0.9534883720930233
[8393], Coverage : 0.9534883720930233
[8427], Coverage : 0.9534883720930233
[8458], Coverage : 0.9534883720930233
[8459], Coverage : 0.9534883720930233
[8461], Coverage : 0.9534883720930233
[8495], Coverage : 0.9534883720930233
[8505], Coverage : 0.9534883720930233
[8510], Coverage : 0.9534883720930233
[8520], Coverage : 0.9534883720930233
[8537], Coverage : 0.9534883720930233
[8587], Coverage : 0.9534883720930233
[8607], Coverage : 0.9534883720930233
[8614], Coverage : 0.9534883720930233
[8624], Coverage : 0.9534883720930233
[8628], Coverage : 0.9534883720930233
[8629], Coverage : 0.9534883720930233
[8630], Coverage : 0.9534883720930233
[8631], Coverage : 0.9534883720930233
[8640], Coverage : 0.9534883720930233
[8649], Coverage : 0.9534883720930233
[8656], Coverage : 0.9534883720930233
[8684], Coverage : 0.9534883720930233
[8699], Coverage : 0.9534883720930233
[8840], Coverage : 0.9534883720930233
[8955], Coverage : 0.9534883720930233
[8958], Coverage : 0.9534883720930233
[8962], Coverage : 0.9534883720930233
[8964], Coverage : 0.9534883720930233
[9003], Coverage : 0.9534883720930233
[9005], Coverage : 0.9534883720930233
[9017], Coverage : 0.9534883720930233
[9075], Coverage : 0.9534883720930233
[9080], Coverage : 0.9534883720930233
[9140], Coverage : 0.9534883720930233
[9221], Coverage : 0.9534883720930233
[9231], Coverage : 0.9534883720930233
[9236], Coverage : 0.9534883720930233
[9368], Coverage : 0.9534883720930233
[9396], Coverage : 0.9534883720930233
[9482], Coverage : 0.9534883720930233
[9535], Coverage : 0.9534883720930233
[12], Coverage : 0.9302325581395349
[92], Coverage : 0.9302325581395349
[107], Coverage : 0.9302325581395349
[135], Coverage : 0.9302325581395349
[136], Coverage : 0.9302325581395349
[138], Coverage : 0.9302325581395349
[140], Coverage : 0.9302325581395349
[143], Coverage : 0.9302325581395349
[144], Coverage : 0.9302325581395349
[145], Coverage : 0.9302325581395349
[146], Coverage : 0.9302325581395349
[156], Coverage : 0.9302325581395349
[168], Coverage : 0.9302325581395349
[251], Coverage : 0.9302325581395349
[307], Coverage : 0.9302325581395349
[365], Coverage : 0.9302325581395349
[501], Coverage : 0.9302325581395349
[505], Coverage : 0.9302325581395349
[615], Coverage : 0.9302325581395349
[670], Coverage : 0.9302325581395349
[677], Coverage : 0.9302325581395349
[746], Coverage : 0.9302325581395349
[756], Coverage : 0.9302325581395349
[758], Coverage : 0.9302325581395349
[773], Coverage : 0.9302325581395349
[779], Coverage : 0.9302325581395349
[787], Coverage : 0.9302325581395349
[788], Coverage : 0.9302325581395349
[789], Coverage : 0.9302325581395349
[790], Coverage : 0.9302325581395349
[795], Coverage : 0.9302325581395349
[798], Coverage : 0.9302325581395349
[867], Coverage : 0.9302325581395349
[868], Coverage : 0.9302325581395349
[869], Coverage : 0.9302325581395349
[871], Coverage : 0.9302325581395349
[885], Coverage : 0.9302325581395349
[902], Coverage : 0.9302325581395349
[903], Coverage : 0.9302325581395349
[975], Coverage : 0.9302325581395349
[997], Coverage : 0.9302325581395349
[1003], Coverage : 0.9302325581395349
[1004], Coverage : 0.9302325581395349
[1006], Coverage : 0.9302325581395349
[1034], Coverage : 0.9302325581395349
[1074], Coverage : 0.9302325581395349
[1075], Coverage : 0.9302325581395349
[1084], Coverage : 0.9302325581395349
[1122], Coverage : 0.9302325581395349
[1125], Coverage : 0.9302325581395349
[1127], Coverage : 0.9302325581395349
[1133], Coverage : 0.9302325581395349
[1142], Coverage : 0.9302325581395349
[1166], Coverage : 0.9302325581395349
[1172], Coverage : 0.9302325581395349
[1192], Coverage : 0.9302325581395349
[1235], Coverage : 0.9302325581395349
[1243], Coverage : 0.9302325581395349
[1244], Coverage : 0.9302325581395349
[1246], Coverage : 0.9302325581395349
[1247], Coverage : 0.9302325581395349
[1248], Coverage : 0.9302325581395349
[1249], Coverage : 0.9302325581395349
[1267], Coverage : 0.9302325581395349
[1284], Coverage : 0.9302325581395349
[1286], Coverage : 0.9302325581395349
[1295], Coverage : 0.9302325581395349
[1360], Coverage : 0.9302325581395349
[1361], Coverage : 0.9302325581395349
[1362], Coverage : 0.9302325581395349
[1363], Coverage : 0.9302325581395349
[1370], Coverage : 0.9302325581395349
[1394], Coverage : 0.9302325581395349
[1417], Coverage : 0.9302325581395349
[1445], Coverage : 0.9302325581395349
[1541], Coverage : 0.9302325581395349
[1542], Coverage : 0.9302325581395349
[1547], Coverage : 0.9302325581395349
[1548], Coverage : 0.9302325581395349
[1555], Coverage : 0.9302325581395349
[1557], Coverage : 0.9302325581395349
[1568], Coverage : 0.9302325581395349
[1720], Coverage : 0.9302325581395349
[1869], Coverage : 0.9302325581395349
[1891], Coverage : 0.9302325581395349
[1936], Coverage : 0.9302325581395349
[1951], Coverage : 0.9302325581395349
[1973], Coverage : 0.9302325581395349
[1981], Coverage : 0.9302325581395349
[2013], Coverage : 0.9302325581395349
[2015], Coverage : 0.9302325581395349
[2069], Coverage : 0.9302325581395349
[2153], Coverage : 0.9302325581395349
[2155], Coverage : 0.9302325581395349
[2198], Coverage : 0.9302325581395349
[2216], Coverage : 0.9302325581395349
[2278], Coverage : 0.9302325581395349
[2279], Coverage : 0.9302325581395349
[2296], Coverage : 0.9302325581395349
[2313], Coverage : 0.9302325581395349
[2331], Coverage : 0.9302325581395349
[2339], Coverage : 0.9302325581395349
[2410], Coverage : 0.9302325581395349
[2411], Coverage : 0.9302325581395349
[2412], Coverage : 0.9302325581395349
[2441], Coverage : 0.9302325581395349
[2470], Coverage : 0.9302325581395349
[2498], Coverage : 0.9302325581395349
[2499], Coverage : 0.9302325581395349
[2501], Coverage : 0.9302325581395349
[2516], Coverage : 0.9302325581395349
[2527], Coverage : 0.9302325581395349
[2538], Coverage : 0.9302325581395349
[2564], Coverage : 0.9302325581395349
[2615], Coverage : 0.9302325581395349
[2660], Coverage : 0.9302325581395349
[2669], Coverage : 0.9302325581395349
[2682], Coverage : 0.9302325581395349
[2738], Coverage : 0.9302325581395349
[2760], Coverage : 0.9302325581395349
[2763], Coverage : 0.9302325581395349
[2774], Coverage : 0.9302325581395349
[2799], Coverage : 0.9302325581395349
[2813], Coverage : 0.9302325581395349
[2814], Coverage : 0.9302325581395349
[2817], Coverage : 0.9302325581395349
[2818], Coverage : 0.9302325581395349
[2819], Coverage : 0.9302325581395349
[2820], Coverage : 0.9302325581395349
[2848], Coverage : 0.9302325581395349
[2896], Coverage : 0.9302325581395349
[2905], Coverage : 0.9302325581395349
[2932], Coverage : 0.9302325581395349
[2951], Coverage : 0.9302325581395349
[2953], Coverage : 0.9302325581395349
[2994], Coverage : 0.9302325581395349
[3002], Coverage : 0.9302325581395349
[3007], Coverage : 0.9302325581395349
[3008], Coverage : 0.9302325581395349
[3021], Coverage : 0.9302325581395349
[3026], Coverage : 0.9302325581395349
[3032], Coverage : 0.9302325581395349
[3087], Coverage : 0.9302325581395349
[3090], Coverage : 0.9302325581395349
[3094], Coverage : 0.9302325581395349
[3099], Coverage : 0.9302325581395349
[3130], Coverage : 0.9302325581395349
[3135], Coverage : 0.9302325581395349
[3169], Coverage : 0.9302325581395349
[3204], Coverage : 0.9302325581395349
[3239], Coverage : 0.9302325581395349
[3242], Coverage : 0.9302325581395349
[3271], Coverage : 0.9302325581395349
[3274], Coverage : 0.9302325581395349
[3277], Coverage : 0.9302325581395349
[3279], Coverage : 0.9302325581395349
[3280], Coverage : 0.9302325581395349
[3335], Coverage : 0.9302325581395349
[3336], Coverage : 0.9302325581395349
[3337], Coverage : 0.9302325581395349
[3338], Coverage : 0.9302325581395349
[3352], Coverage : 0.9302325581395349
[3353], Coverage : 0.9302325581395349
[3381], Coverage : 0.9302325581395349
[3403], Coverage : 0.9302325581395349
[3443], Coverage : 0.9302325581395349
[3454], Coverage : 0.9302325581395349
[3457], Coverage : 0.9302325581395349
[3474], Coverage : 0.9302325581395349
[3489], Coverage : 0.9302325581395349
[3490], Coverage : 0.9302325581395349
[3491], Coverage : 0.9302325581395349
[3492], Coverage : 0.9302325581395349
[3495], Coverage : 0.9302325581395349
[3496], Coverage : 0.9302325581395349
[3507], Coverage : 0.9302325581395349
[3508], Coverage : 0.9302325581395349
[3509], Coverage : 0.9302325581395349
[3510], Coverage : 0.9302325581395349
[3511], Coverage : 0.9302325581395349
[3512], Coverage : 0.9302325581395349
[3522], Coverage : 0.9302325581395349
[3523], Coverage : 0.9302325581395349
[3525], Coverage : 0.9302325581395349
[3526], Coverage : 0.9302325581395349
